Workspace.Military.Rocket Factory.Bruno.HumanoidRootPart.Shoot	SoundId=rbxassetid://2047319236
ReplicatedStorage.VFX.BenchGibs.MetalTriangle Floor.MetalBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelWall Frame.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelLow Wall.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelHalf Wall.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelWindow.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelDoorway.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelWall.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelFloor Frame.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelTriangle Floor Frame.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelFoundation.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelTriangle Foundation.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelU-Shaped Stairs.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelL-Shaped Stairs.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelFloor.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.SteelTriangle Floor.SteelBreak	SoundId=rbxassetid://9116536883
ReplicatedStorage.VFX.BenchGibs.Oil Barrel.Trash Can Break	SoundId=rbxassetid://9120256187
ReplicatedStorage.VFX.BenchGibs.Trash Can.Trash Can Break	SoundId=rbxassetid://9120256187
ReplicatedStorage.VFX.BenchGibs.Small Gift.Gift Break	SoundId=rbxassetid://9113721689
ReplicatedStorage.VFX.BenchGibs.Large Egg.Gift Break	SoundId=rbxassetid://9113721689
ReplicatedStorage.VFX.BenchGibs.Small Egg.Gift Break	SoundId=rbxassetid://9113721689
ReplicatedStorage.VFX.BenchGibs.Medium Egg.Gift Break	SoundId=rbxassetid://9113721689
ReplicatedStorage.VFX.BenchGibs.Pumpkin.TwigBreak	SoundId=rbxassetid://1043479862
ReplicatedStorage.VFX.Rocket.Main.RocketFly	SoundId=rbxassetid://5199136449
ReplicatedStorage.VFX.HVRocket.Main.RocketFly	SoundId=rbxassetid://5199136449
ReplicatedStorage.VFX.IncendiaryRocket.Main.RocketFly	SoundId=rbxassetid://5199136449
ReplicatedStorage.VFX.ImpactNode2.Hit2	SoundId=rbxassetid://9119037874
ReplicatedStorage.VFX.ImpactNode2.Sound	SoundId=rbxassetid://142082166
ReplicatedStorage.VFX.ImpactMetal.Sound	SoundId=rbxassetid://142082170
ReplicatedStorage.VFX.ImpactTerrain.Sound	SoundId=rbxassetid://142082166
ReplicatedStorage.VFX.ImpactWood.Sound	SoundId=rbxassetid://9120888471
ReplicatedStorage.VFX.ImpactDefault.Sound	SoundId=rbxassetid://142082166
ReplicatedStorage.VFX.WhizzPart.Whizz1	SoundId=rbxassetid://9118168320
ReplicatedStorage.VFX.WhizzPart.Whizz2	SoundId=rbxassetid://9118168273
ReplicatedStorage.VFX.WhizzPart.Whizz3	SoundId=rbxassetid://9118168291
ReplicatedStorage.VFX.WhizzPart.Whizz4	SoundId=rbxassetid://9118168585
ReplicatedStorage.VFX.ImpactExplosiveBullet.EXPLO BULLET	SoundId=rbxassetid://9114086949
ReplicatedStorage.VFX.ImpactNode1.Hit1	SoundId=rbxassetid://9119045475
ReplicatedStorage.VFX.ImpactNode1.Sound	SoundId=rbxassetid://142082166
ReplicatedStorage.VFX.ImpactPiercingBullet.Piercing Bullet	SoundId=rbxassetid://9119166435
ReplicatedStorage.VFX.ImpactGlass.Sound	SoundId=rbxassetid://7140152893
ReplicatedStorage.VFX.ImpactBarrel.Sound	SoundId=rbxassetid://9116673678
ReplicatedStorage.VFX.ImpactAnimal.Sound	SoundId=rbxassetid://9116197520
ReplicatedStorage.VFX.Explosion.C4	SoundId=rbxassetid://9114362266
ReplicatedStorage.VFX.Explosion.DynamiteBundle	SoundId=rbxassetid://9114362626
ReplicatedStorage.VFX.Explosion.DynamiteStick	SoundId=rbxassetid://9114087096
ReplicatedStorage.VFX.Explosion.Rocket	SoundId=rbxassetid://9114362264
ReplicatedStorage.VFX.Explosion.MilitaryGrenade	SoundId=rbxassetid://9114087096
ReplicatedStorage.VFX.Explosion.Landmine	SoundId=rbxassetid://9114362396
ReplicatedStorage.VFX.Explosion.GrenadeAI	SoundId=rbxassetid://9114087096
ReplicatedStorage.VFX.ExplosionCursed.Pumpkin	SoundId=rbxassetid://9114362396
ReplicatedStorage.VMs.Military Grenade.Default.Weapon.Handle.Fuse	SoundId=
ReplicatedStorage.VMs.Dynamite Bundle.Default.Weapon.Handle.Fuse	SoundId=rbxassetid://14304989903
ReplicatedStorage.VMs.Dynamite Stick.Default.Weapon.Handle.Fuse	SoundId=rbxassetid://14304989903
ReplicatedStorage.SupplyPlane.Main.Fly	SoundId=rbxassetid://9125939583
ReplicatedStorage.CharacterScripts.TeamNavigationController.InviteNotification	SoundId=rbxassetid://17208361335
ReplicatedStorage.CharacterScripts.ViewmodelController.AttachmentToggle	SoundId=rbxassetid://9117280354
ReplicatedStorage.CharacterScripts.WaterController.Ambient	SoundId=rbxassetid://9126147254
ReplicatedStorage.CharacterScripts.StatsController.Radiation	SoundId=rbxassetid://8009568774
ReplicatedStorage.CharacterScripts.EventViewer.Notification	SoundId=rbxassetid://9120454415
ReplicatedStorage.Benches.External Stone Gate.Default.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.External Stone Gate.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.External Stone Gate.Default.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.External Stone Gate.Default.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.External Stone Gate.Default.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Large Battery.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Wooden Door.Beware.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.Wooden Door.Beware.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Wooden Door.Beware.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.Wooden Door.Beware.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Wooden Door.Beware.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Wooden Door.Beware.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Wooden Door.Chocolate.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.Wooden Door.Chocolate.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Wooden Door.Chocolate.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.Wooden Door.Chocolate.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Wooden Door.Chocolate.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Wooden Door.Chocolate.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Wooden Door.Cardboard.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.Wooden Door.Cardboard.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Wooden Door.Cardboard.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.Wooden Door.Cardboard.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Wooden Door.Cardboard.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Wooden Door.Cardboard.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Wooden Door.Christmas Tree.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.Wooden Door.Christmas Tree.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Wooden Door.Christmas Tree.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.Wooden Door.Christmas Tree.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Wooden Door.Christmas Tree.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Wooden Door.Christmas Tree.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Wooden Door.Pixel.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.Wooden Door.Pixel.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Wooden Door.Pixel.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.Wooden Door.Pixel.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Wooden Door.Pixel.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Wooden Door.Pixel.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Wooden Door.Summer Time.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.Wooden Door.Summer Time.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Wooden Door.Summer Time.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.Wooden Door.Summer Time.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Wooden Door.Summer Time.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Wooden Door.Summer Time.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Wooden Door.Default.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.Wooden Door.Default.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Wooden Door.Default.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.Wooden Door.Default.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Wooden Door.Default.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Wooden Door.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Wooden Door.Wise.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.Wooden Door.Wise.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Wooden Door.Wise.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.Wooden Door.Wise.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Wooden Door.Wise.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Wooden Door.Wise.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Wooden Door.Pot of Gold.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.Wooden Door.Pot of Gold.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Wooden Door.Pot of Gold.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.Wooden Door.Pot of Gold.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Wooden Door.Pot of Gold.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Wooden Door.Pot of Gold.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Medium Battery.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Vertical Window Cover.Default.Main.Place	SoundId=rbxassetid://9116524438
ReplicatedStorage.Benches.Horizontal Window Cover.Default.Main.Place	SoundId=rbxassetid://9116524438
ReplicatedStorage.Benches.Steel Double Door.Vaporwave.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Steel Double Door.Vaporwave.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Double Door.Vaporwave.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Steel Double Door.Vaporwave.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Steel Double Door.Vaporwave.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Steel Double Door.Elven Gate.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Steel Double Door.Elven Gate.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Double Door.Elven Gate.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Steel Double Door.Elven Gate.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Steel Double Door.Elven Gate.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Steel Double Door.Default.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Steel Double Door.Default.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Double Door.Default.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Steel Double Door.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Steel Double Door.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Steel Double Door.Red Lotus.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Steel Double Door.Red Lotus.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Steel Double Door.Red Lotus.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Steel Double Door.Red Lotus.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Steel Double Door.Red Lotus.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Red Keycard Door.Default.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Red Keycard Door.Default.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Solar Panel.Default.Main.Place	SoundId=rbxassetid://9118646432
ReplicatedStorage.Benches.Button.old.Main.Place	SoundId=rbxassetid://9118646432
ReplicatedStorage.Benches.Button.Default.Main.Press	SoundId=rbxassetid://9119730203
ReplicatedStorage.Benches.Button.Default.ButtonHolder.Press	SoundId=rbxassetid://9119730203
ReplicatedStorage.Benches.Furnace.Gorilla.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Gorilla.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Blue Steel.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Blue Steel.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Winter Wrap.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Winter Wrap.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Sweet Gingerbread.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Sweet Gingerbread.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Pumpkin.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Pumpkin.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Default.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Default.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Banana.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Banana.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Chinese New Year.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Chinese New Year.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Penguin.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Penguin.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Glyphs.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Glyphs.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Furnace.Burger.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Furnace.Burger.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Splitter.Default.Main.Switch	SoundId=rbxassetid://9119730203
ReplicatedStorage.Benches.Switch.Default.Main.Switch	SoundId=rbxassetid://9119730203
ReplicatedStorage.Benches.Small Battery.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.External Wooden Wall.Default.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.External Wooden Gate.Default.Main.Knock	SoundId=rbxassetid://9120918288
ReplicatedStorage.Benches.External Wooden Gate.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.External Wooden Gate.Default.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.External Wooden Gate.Default.Main.Open	SoundId=rbxassetid://9117506603
ReplicatedStorage.Benches.External Wooden Gate.Default.Main.Close	SoundId=rbxassetid://9113366556
ReplicatedStorage.Benches.Metal Barricade.Default.Main.Place	SoundId=rbxassetid://9114129572
ReplicatedStorage.Benches.Fireplace.Default.Main.Place	SoundId=rbxassetid://9113523341
ReplicatedStorage.Benches.Fireplace.Default.Main.ParticleHolder.On	SoundId=rbxassetid://9112780462
ReplicatedStorage.Benches.Salvaged Flycopter.Default.VFX.RotorWash.Emitter.Wind	SoundId=rbxassetid://3308152153
ReplicatedStorage.Benches.Salvaged Flycopter.Default.VFX.EngineSparks.Electrical Spark	SoundId=rbxassetid://87751901232664
ReplicatedStorage.Benches.Salvaged Flycopter.Default.VFX.EngineFire.Fire Burning [Sound Effect]	SoundId=rbxassetid://158853971
ReplicatedStorage.Benches.Salvaged Flycopter.Default.Engine.RotorSound	SoundId=rbxassetid://92335267872421
ReplicatedStorage.Benches.Salvaged Flycopter.Default.Engine.StartupSound	SoundId=rbxassetid://80536342088500
ReplicatedStorage.Benches.Salvaged Flycopter.Default.Engine.GearSound	SoundId=rbxassetid://131586044496692
ReplicatedStorage.Benches.Salvaged Flycopter.Default.Engine.ShutoffSound	SoundId=rbxassetid://126271829065956
ReplicatedStorage.Benches.Salvaged Flycopter.Default.Engine.CrashSound	SoundId=rbxassetid://7340406550
ReplicatedStorage.Benches.Salvaged Flycopter.Default.Engine.ExplosionSound	SoundId=rbxassetid://4418405082
ReplicatedStorage.Benches.Salvaged Flycopter.Default.Main.Nudge	SoundId=rbxassetid://9119671076
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.Crunch	SoundId=rbxassetid://9125467397
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.DigWithHand	SoundId=rbxassetid://9120633824
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.DigWithShovel	SoundId=rbxassetid://9114084060
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.Drown	SoundId=rbxassetid://9120310564
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.Eat	SoundId=rbxassetid://7029475752
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.Equip	SoundId=rbxassetid://9117187958
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.GunEmpty	SoundId=rbxassetid://9119713951
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.Gulp	SoundId=rbxassetid://9114688047
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.WalkWater	SoundId=rbxassetid://9120588098
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.FootstepsWood	SoundId=rbxassetid://9083826864
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.FootstepsSand	SoundId=rbxassetid://173656827
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.FootstepsRock	SoundId=rbxassetid://6743861466
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.FootstepsMud	SoundId=rbxassetid://6361856730
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.FootstepsMetal	SoundId=rbxassetid://6746451498
ReplicatedStorage.Benches.Pilot Pete.Default.RootPart.FootstepsGrass	SoundId=rbxassetid://9083837523
ReplicatedStorage.Benches.Trap Door.Default.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Trap Door.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Trap Door.Default.Main.Open	SoundId=rbxassetid://9116718239
ReplicatedStorage.Benches.Trap Door.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Trap Door.Default.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Steel Glass Window.Default.Main.Place	SoundId=rbxassetid://9120761249
ReplicatedStorage.Benches.Metal Double Door.Tropical.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Double Door.Tropical.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Double Door.Tropical.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Double Door.Tropical.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Double Door.Tropical.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Double Door.Hells Gate.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Double Door.Hells Gate.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Double Door.Hells Gate.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Double Door.Hells Gate.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Double Door.Hells Gate.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Double Door.Default.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Double Door.Default.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Double Door.Default.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Double Door.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Double Door.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Double Door.Pixel.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Double Door.Pixel.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Double Door.Pixel.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Double Door.Pixel.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Double Door.Pixel.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Double Door.Nightwave.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Double Door.Nightwave.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Double Door.Nightwave.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Double Door.Nightwave.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Double Door.Nightwave.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Door.PLZ NO RAID.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Door.PLZ NO RAID.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Door.PLZ NO RAID.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Door.PLZ NO RAID.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Door.PLZ NO RAID.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Door.PLZ NO RAID.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Metal Door.Frosty.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Door.Frosty.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Door.Frosty.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Door.Frosty.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Door.Frosty.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Door.Frosty.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Metal Door.Comic.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Door.Comic.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Door.Comic.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Door.Comic.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Door.Comic.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Door.Comic.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Metal Door.Independence.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Door.Independence.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Door.Independence.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Door.Independence.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Door.Independence.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Door.Independence.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Metal Door.Default.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Door.Default.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Door.Default.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Door.Default.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Door.Default.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Door.Default.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Metal Door.Elite Bunny.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Door.Elite Bunny.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Door.Elite Bunny.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Door.Elite Bunny.Main.Place	SoundId=rbxassetid://9119633070
ReplicatedStorage.Benches.Metal Door.Elite Bunny.Main.Beep	SoundId=rbxassetid://9117060368
ReplicatedStorage.Benches.Metal Door.Elite Bunny.Main.Denied	SoundId=rbxassetid://9113880610
ReplicatedStorage.Benches.Metal Door.Angry Bunny.Main.Knock	SoundId=rbxassetid://9116715146
ReplicatedStorage.Benches.Metal Door.Angry Bunny.Main.Open	SoundId=rbxassetid://1143451761
ReplicatedStorage.Benches.Metal Door.Angry Bunny.Main.Close	SoundId=rbxassetid://1143451828
ReplicatedStorage.Benches.Metal Door.Angry Bunny.Main.Place	SoundId=rbxassetid://9119633070
